ID,Crop,Problem,Weather,Soil_Type,Growth_Stage,Severity,Recommended_Medicine,Medicine_Type,Application_Method,Uses_When_To_Use
3469,Rice,Thrips,Mild,Black Soil,Fruiting,Low,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Black soil retains moisture and suits many field crops. Keep the crop under close pest observation. Recheck the crop 3 to 5 days after use."
3470,Rice,Thrips,Mild,Black Soil,Fruiting,Medium,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Black soil retains moisture and suits many field crops. Monitor flowers regularly. Follow label instructions and local agricultural guidance."
3471,Rice,Thrips,Mild,Black Soil,Fruiting,High,Spinosad,Insecticide,Spot treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Black soil retains moisture and suits many field crops. Monitor flowers regularly. Combine with sanitation and scouting."
3472,Rice,Thrips,Mild,Black Soil,Fruiting,Very High,Spinosad,Insecticide,Nursery treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Black soil retains moisture and suits many field crops. Keep the crop under close pest observation. Use only after field diagnosis."
3473,Rice,Thrips,Mild,Black Soil,Transplant Recovery,Low,Spinosad,Insecticide,Broadcast with guidance,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Black soil retains moisture and suits many field crops. Keep the crop under close pest observation. Use only after field diagnosis."
3474,Rice,Thrips,Mild,Black Soil,Transplant Recovery,Medium,Spinosad,Insecticide,Soil application,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Black soil retains moisture and suits many field crops. Monitor flowers regularly. Rotate modes of action where relevant."
3475,Rice,Thrips,Mild,Black Soil,Transplant Recovery,High,Spinosad,Insecticide,Foliar spray,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Black soil retains moisture and suits many field crops. Keep the crop under close pest observation. Follow label instructions and local agricultural guidance."
3476,Rice,Thrips,Mild,Black Soil,Transplant Recovery,Very High,Spinosad,Insecticide,Nursery treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Black soil retains moisture and suits many field crops. Use traps during peak activity. Combine with sanitation and scouting."
3477,Rice,Thrips,Mild,Black Soil,Pre-harvest,Low,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Black soil retains moisture and suits many field crops. Use traps during peak activity. Follow label instructions and local agricultural guidance."
3478,Rice,Thrips,Mild,Black Soil,Pre-harvest,Medium,Spinosad,Insecticide,Broadcast with guidance,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Black soil retains moisture and suits many field crops. Monitor flowers regularly. Follow label instructions and local agricultural guidance."
3479,Rice,Thrips,Mild,Black Soil,Pre-harvest,High,Spinosad,Insecticide,Broadcast with guidance,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Black soil retains moisture and suits many field crops. Keep the crop under close pest observation. Follow label instructions and local agricultural guidance."
3480,Rice,Thrips,Mild,Black Soil,Pre-harvest,Very High,Spinosad,Insecticide,Foliar spray,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Black soil retains moisture and suits many field crops. Monitor flowers regularly. Combine with sanitation and scouting."
3481,Rice,Thrips,Mild,Silty,Seedling,Low,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Keep the crop under close pest observation. Do not mix without expert advice."
3482,Rice,Thrips,Mild,Silty,Seedling,Medium,Spinosad,Insecticide,Broadcast with guidance,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Use traps during peak activity. Recheck the crop 3 to 5 days after use."
3483,Rice,Thrips,Mild,Silty,Seedling,High,Spinosad,Insecticide,Foliar spray,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Use traps during peak activity. Combine with sanitation and scouting."
3484,Rice,Thrips,Mild,Silty,Seedling,Very High,Spinosad,Insecticide,Foliar spray,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Use traps during peak activity. Rotate modes of action where relevant."
3485,Rice,Thrips,Mild,Silty,Vegetative,Low,Spinosad,Insecticide,Nursery treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Keep the crop under close pest observation. Follow label instructions and local agricultural guidance."
3486,Rice,Thrips,Mild,Silty,Vegetative,Medium,Spinosad,Insecticide,Seed treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Monitor flowers regularly. Follow label instructions and local agricultural guidance."
3487,Rice,Thrips,Mild,Silty,Vegetative,High,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Use traps during peak activity. Combine with sanitation and scouting."
3488,Rice,Thrips,Mild,Silty,Vegetative,Very High,Spinosad,Insecticide,Soil application,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Keep the crop under close pest observation. Combine with sanitation and scouting."
3489,Rice,Thrips,Mild,Silty,Flowering,Low,Spinosad,Insecticide,Seed treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Keep the crop under close pest observation. Follow label instructions and local agricultural guidance."
3490,Rice,Thrips,Mild,Silty,Flowering,Medium,Spinosad,Insecticide,Broadcast with guidance,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Use traps during peak activity. Rotate modes of action where relevant."
3491,Rice,Thrips,Mild,Silty,Flowering,High,Spinosad,Insecticide,Foliar spray,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Keep the crop under close pest observation. Rotate modes of action where relevant."
3492,Rice,Thrips,Mild,Silty,Flowering,Very High,Spinosad,Insecticide,Spot treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Keep the crop under close pest observation. Combine with sanitation and scouting."
3493,Rice,Thrips,Mild,Silty,Fruiting,Low,Spinosad,Insecticide,Broadcast with guidance,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Monitor flowers regularly. Follow label instructions and local agricultural guidance."
3494,Rice,Thrips,Mild,Silty,Fruiting,Medium,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Keep the crop under close pest observation. Recheck the crop 3 to 5 days after use."
3495,Rice,Thrips,Mild,Silty,Fruiting,High,Spinosad,Insecticide,Broadcast with guidance,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Keep the crop under close pest observation. Rotate modes of action where relevant."
3496,Rice,Thrips,Mild,Silty,Fruiting,Very High,Spinosad,Insecticide,Nursery treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Monitor flowers regularly. Rotate modes of action where relevant."
3497,Rice,Thrips,Mild,Silty,Transplant Recovery,Low,Spinosad,Insecticide,Soil application,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Use traps during peak activity. Follow label instructions and local agricultural guidance."
3498,Rice,Thrips,Mild,Silty,Transplant Recovery,Medium,Spinosad,Insecticide,Soil application,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Monitor flowers regularly. Rotate modes of action where relevant."
3499,Rice,Thrips,Mild,Silty,Transplant Recovery,High,Spinosad,Insecticide,Seed treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Keep the crop under close pest observation. Recheck the crop 3 to 5 days after use."
3500,Rice,Thrips,Mild,Silty,Transplant Recovery,Very High,Spinosad,Insecticide,Spot treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Monitor flowers regularly. Rotate modes of action where relevant."
3501,Rice,Thrips,Mild,Silty,Pre-harvest,Low,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Use traps during peak activity. Rotate modes of action where relevant."
3502,Rice,Thrips,Mild,Silty,Pre-harvest,Medium,Spinosad,Insecticide,Drip application,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Monitor flowers regularly. Follow label instructions and local agricultural guidance."
3503,Rice,Thrips,Mild,Silty,Pre-harvest,High,Spinosad,Insecticide,Broadcast with guidance,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Use traps during peak activity. Recheck the crop 3 to 5 days after use."
3504,Rice,Thrips,Mild,Silty,Pre-harvest,Very High,Spinosad,Insecticide,Nursery treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Silty soil can be fertile but needs erosion control. Keep the crop under close pest observation. Use only after field diagnosis."
3505,Rice,Thrips,Mild,Well-drained,Seedling,Low,Spinosad,Insecticide,Foliar spray,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Keep the crop under close pest observation. Do not mix without expert advice."
3506,Rice,Thrips,Mild,Well-drained,Seedling,Medium,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Keep the crop under close pest observation. Follow label instructions and local agricultural guidance."
3507,Rice,Thrips,Mild,Well-drained,Seedling,High,Spinosad,Insecticide,Spot treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Use traps during peak activity. Combine with sanitation and scouting."
3508,Rice,Thrips,Mild,Well-drained,Seedling,Very High,Spinosad,Insecticide,Seed treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Monitor flowers regularly. Rotate modes of action where relevant."
3509,Rice,Thrips,Mild,Well-drained,Vegetative,Low,Spinosad,Insecticide,Foliar spray,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Keep the crop under close pest observation. Combine with sanitation and scouting."
3510,Rice,Thrips,Mild,Well-drained,Vegetative,Medium,Spinosad,Insecticide,Foliar spray,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Use traps during peak activity. Use only after field diagnosis."
3511,Rice,Thrips,Mild,Well-drained,Vegetative,High,Spinosad,Insecticide,Broadcast with guidance,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Use traps during peak activity. Follow label instructions and local agricultural guidance."
3512,Rice,Thrips,Mild,Well-drained,Vegetative,Very High,Spinosad,Insecticide,Drip application,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Monitor flowers regularly. Follow label instructions and local agricultural guidance."
3513,Rice,Thrips,Mild,Well-drained,Flowering,Low,Spinosad,Insecticide,Foliar spray,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Monitor flowers regularly. Use only after field diagnosis."
3514,Rice,Thrips,Mild,Well-drained,Flowering,Medium,Spinosad,Insecticide,Seed treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Monitor flowers regularly. Combine with sanitation and scouting."
3515,Rice,Thrips,Mild,Well-drained,Flowering,High,Spinosad,Insecticide,Nursery treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Monitor flowers regularly. Follow label instructions and local agricultural guidance."
3516,Rice,Thrips,Mild,Well-drained,Flowering,Very High,Spinosad,Insecticide,Nursery treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Keep the crop under close pest observation. Combine with sanitation and scouting."
3517,Rice,Thrips,Mild,Well-drained,Fruiting,Low,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Use traps during peak activity. Rotate modes of action where relevant."
3518,Rice,Thrips,Mild,Well-drained,Fruiting,Medium,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Monitor flowers regularly. Combine with sanitation and scouting."
3519,Rice,Thrips,Mild,Well-drained,Fruiting,High,Spinosad,Insecticide,Broadcast with guidance,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Monitor flowers regularly. Follow label instructions and local agricultural guidance."
3520,Rice,Thrips,Mild,Well-drained,Fruiting,Very High,Spinosad,Insecticide,Broadcast with guidance,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Use traps during peak activity. Recheck the crop 3 to 5 days after use."
3521,Rice,Thrips,Mild,Well-drained,Transplant Recovery,Low,Spinosad,Insecticide,Drip application,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Monitor flowers regularly. Follow label instructions and local agricultural guidance."
3522,Rice,Thrips,Mild,Well-drained,Transplant Recovery,Medium,Spinosad,Insecticide,Broadcast with guidance,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Keep the crop under close pest observation. Follow label instructions and local agricultural guidance."
3523,Rice,Thrips,Mild,Well-drained,Transplant Recovery,High,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Monitor flowers regularly. Combine with sanitation and scouting."
3524,Rice,Thrips,Mild,Well-drained,Transplant Recovery,Very High,Spinosad,Insecticide,Drip application,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Monitor flowers regularly. Recheck the crop 3 to 5 days after use."
3525,Rice,Thrips,Mild,Well-drained,Pre-harvest,Low,Spinosad,Insecticide,Seed treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Use traps during peak activity. Recheck the crop 3 to 5 days after use."
3526,Rice,Thrips,Mild,Well-drained,Pre-harvest,Medium,Spinosad,Insecticide,Drip application,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Monitor flowers regularly. Rotate modes of action where relevant."
3527,Rice,Thrips,Mild,Well-drained,Pre-harvest,High,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Monitor flowers regularly. Do not mix without expert advice."
3528,Rice,Thrips,Mild,Well-drained,Pre-harvest,Very High,Spinosad,Insecticide,Foliar spray,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in mild conditions. Mild weather often supports steady crop growth. Well-drained soil reduces root rot risk. Monitor flowers regularly. Use only after field diagnosis."
3529,Rice,Thrips,Cool,Sandy,Seedling,Low,Spinosad,Insecticide,Seed treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Monitor flowers regularly. Follow label instructions and local agricultural guidance."
3530,Rice,Thrips,Cool,Sandy,Seedling,Medium,Spinosad,Insecticide,Nursery treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Monitor flowers regularly. Do not mix without expert advice."
3531,Rice,Thrips,Cool,Sandy,Seedling,High,Spinosad,Insecticide,Drip application,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Use traps during peak activity. Use only after field diagnosis."
3532,Rice,Thrips,Cool,Sandy,Seedling,Very High,Spinosad,Insecticide,Seed treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Monitor flowers regularly. Follow label instructions and local agricultural guidance."
3533,Rice,Thrips,Cool,Sandy,Vegetative,Low,Spinosad,Insecticide,Drip application,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Monitor flowers regularly. Use only after field diagnosis."
3534,Rice,Thrips,Cool,Sandy,Vegetative,Medium,Spinosad,Insecticide,Nursery treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Monitor flowers regularly. Recheck the crop 3 to 5 days after use."
3535,Rice,Thrips,Cool,Sandy,Vegetative,High,Spinosad,Insecticide,Spot treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Use traps during peak activity. Do not mix without expert advice."
3536,Rice,Thrips,Cool,Sandy,Vegetative,Very High,Spinosad,Insecticide,Broadcast with guidance,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Keep the crop under close pest observation. Recheck the crop 3 to 5 days after use."
3537,Rice,Thrips,Cool,Sandy,Flowering,Low,Spinosad,Insecticide,Foliar spray,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Keep the crop under close pest observation. Rotate modes of action where relevant."
3538,Rice,Thrips,Cool,Sandy,Flowering,Medium,Spinosad,Insecticide,Foliar spray,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Keep the crop under close pest observation. Follow label instructions and local agricultural guidance."
3539,Rice,Thrips,Cool,Sandy,Flowering,High,Spinosad,Insecticide,Broadcast with guidance,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Keep the crop under close pest observation. Rotate modes of action where relevant."
3540,Rice,Thrips,Cool,Sandy,Flowering,Very High,Spinosad,Insecticide,Soil application,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Use traps during peak activity. Recheck the crop 3 to 5 days after use."
3541,Rice,Thrips,Cool,Sandy,Fruiting,Low,Spinosad,Insecticide,Spot treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Monitor flowers regularly. Rotate modes of action where relevant."
3542,Rice,Thrips,Cool,Sandy,Fruiting,Medium,Spinosad,Insecticide,Spot treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Keep the crop under close pest observation. Rotate modes of action where relevant."
3543,Rice,Thrips,Cool,Sandy,Fruiting,High,Spinosad,Insecticide,Soil application,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Keep the crop under close pest observation. Do not mix without expert advice."
3544,Rice,Thrips,Cool,Sandy,Fruiting,Very High,Spinosad,Insecticide,Seed treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Monitor flowers regularly. Follow label instructions and local agricultural guidance."
3545,Rice,Thrips,Cool,Sandy,Transplant Recovery,Low,Spinosad,Insecticide,Spot treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Monitor flowers regularly. Follow label instructions and local agricultural guidance."
3546,Rice,Thrips,Cool,Sandy,Transplant Recovery,Medium,Spinosad,Insecticide,Broadcast with guidance,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Keep the crop under close pest observation. Recheck the crop 3 to 5 days after use."
3547,Rice,Thrips,Cool,Sandy,Transplant Recovery,High,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Keep the crop under close pest observation. Follow label instructions and local agricultural guidance."
3548,Rice,Thrips,Cool,Sandy,Transplant Recovery,Very High,Spinosad,Insecticide,Soil application,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Keep the crop under close pest observation. Rotate modes of action where relevant."
3549,Rice,Thrips,Cool,Sandy,Pre-harvest,Low,Spinosad,Insecticide,Seed treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Keep the crop under close pest observation. Follow label instructions and local agricultural guidance."
3550,Rice,Thrips,Cool,Sandy,Pre-harvest,Medium,Spinosad,Insecticide,Seed treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Monitor flowers regularly. Do not mix without expert advice."
3551,Rice,Thrips,Cool,Sandy,Pre-harvest,High,Spinosad,Insecticide,Soil application,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Use traps during peak activity. Follow label instructions and local agricultural guidance."
3552,Rice,Thrips,Cool,Sandy,Pre-harvest,Very High,Spinosad,Insecticide,Nursery treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Sandy soil may need careful moisture management. Keep the crop under close pest observation. Rotate modes of action where relevant."
3553,Rice,Thrips,Cool,Loamy,Seedling,Low,Spinosad,Insecticide,Soil application,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Use traps during peak activity. Use only after field diagnosis."
3554,Rice,Thrips,Cool,Loamy,Seedling,Medium,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Monitor flowers regularly. Combine with sanitation and scouting."
3555,Rice,Thrips,Cool,Loamy,Seedling,High,Spinosad,Insecticide,Nursery treatment,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Keep the crop under close pest observation. Recheck the crop 3 to 5 days after use."
3556,Rice,Thrips,Cool,Loamy,Seedling,Very High,Spinosad,Insecticide,Trap-based monitoring,"Use when silvery streaks, flower damage, or leaf bronze symptoms are noticed. This is generally more relevant in cool conditions. Cool weather can slow some pests but favor certain diseases. Loamy soil is generally suitable for balanced crop growth. Use traps during peak activity. Use only after field diagnosis."
